99,AW00011098,MalloryRubio,59,50 and above,new,3,89,4,4,2013-10-16,144,8,29,11
100,AW00011099,AdamRoss,59,50 and above,vip,3,8216,9,8,2013-07-01,147,27,2738,304
101,AW00011100,LatashaNavarro,59,50 and above,vip,3,8172,7,7,2013-08-07,146,28,2724,291
102,AW00011101,AbbySai,55,50 and above,vip,3,8262,7,7,2013-06-29,148,26,2754,317
103,AW00011102,JuliaNelson,55,50 and above,new,3,103,5,5,2013-12-09,142,5,34,20
104,AW00011103,CassieChande,44,40-49,vip,3,8182,8,8,2013-06-06,148,26,2727,314
105,AW00011104,EdgarSara,50,50 and above,vip,3,8173,6,6,2013-06-15,148,25,2724,326
106,AW00011105,CandaceFernandez,55,50 and above,vip,3,8096,5,5,2013-06-05,148,25,2698,323
107,AW00011106,JessieLiu,55,50 and above,vip,3,8079,3,3,2013-06-15,148,25,2693,323
108,AW00011107,BiancaLin,49,40-49,vip,3,8171,6,6,2013-06-21,148,25,2723,326
109,AW00011108,KariAlvarez,56,50 and above,vip,3,8124,5,5,2013-06-23,148,25,2708,324
110,AW00011109,RubenKapoor,45,40-49,vip,3,8245,8,8,2013-06-24,148,25,2748,329
111,AW00011110,CurtisYang,58,50 and above,vip,3,8093,5,5,2013-08-20,146,27,2697,299
112,AW00011111,MeredithGutierrez,58,50 and above,vip,3,8137,8,8,2013-08-22,146,27,2712,301
113,AW00011112,CrystalWang,57,50 and above,vip,3,8295,6,6,2013-09-02,145,28,2765,296
114,AW00011113,MichealBlanco,52,50 and above,new,3,110,7,7,2013-04-21,150,2,36,55
115,AW00011114,LeslieMoreno,58,50 and above,new,3,123,7,6,2013-12-26,142,9,41,13
116,AW00011115,AlvinCai,58,50 and above,new,3,114,6,6,2014-01-02,141,11,38,10
117,AW00011116,ClintonCarlson,46,40-49,new,3,149,7,7,2013-10-16,144,7,49,21
118,AW00011117,AprilDeng,59,50 and above,vip,3,8185,8,8,2013-06-25,148,25,2728,327
119,AW00011118,AlvinZeng,63,50 and above,new,3,124,8,6,2014-01-26,141,6,41,20
120,AW00011119,EvanJames,85,50 and above,new,2,85,4,4,2013-11-23,143,9,42,9
121,AW00011120,BethJim├®nez,83,50 and above,vip,3,8242,10,10,2013-09-19,145,28,2747,294
122,AW00011121,OrlandoSuarez,59,50 and above,new,3,58,6,5,2013-11-04,143,5,19,11
123,AW00011122,ByronVazquez,60,50 and above,new,3,43,3,3,2013-08-22,146,6,14,7
124,AW00011123,PhilipAlvarez,60,50 and above,new,3,150,8,7,2014-01-25,141,9,50,16
125,AW00011124,RossJordan,57,50 and above,vip,3,8129,6,6,2013-06-18,148,25,2709,325
126,AW00011125,DanaNavarro,64,50 and above,new,3,79,7,7,2013-07-03,147,6,26,13
127,AW00011126,ShaunCarson,71,50 and above,regular,3,4971,8,7,2013-11-03,143,30,1657,165
128,AW00011127,JanEdwards,44,40-49,new,2,44,3,3,2013-10-01,144,6,22,7
129,AW00011128,SamanthaLong,44,40-49,new,2,144,7,7,2013-08-12,146,2,72,72
130,AW00011129,JuliaWright,44,40-49,vip,2,5873,2,2,2013-01-09,153,17,2936,345
131,AW00011130,CarolineRussell,40,40-49,new,1,37,2,2,2013-12-09,142,0,37,37
132,AW00011131,AmandaRivera,40,40-49,new,5,166,9,9,2014-01-23,141,3,33,55
133,AW00011132,MelissaRichardson,39,50 and above,new,1,2372,6,6,2013-04-09,150,0,2372,2372
134,AW00011133,AngelaGriffin,39,50 and above,new,1,72,4,4,2013-12-30,142,0,72,72
135,AW00011134,LarryTownsend,68,50 and above,regular,3,4911,3,3,2013-11-03,143,30,1637,163
136,AW00011135,MarcusHarris,40,40-49,new,1,2335,3,3,2013-04-18,150,0,2335,2335
137,AW00011136,BriannaMorgan,41,40-49,new,1,2381,3,3,2013-01-03,153,0,2381,2381
138,AW00011137,JasmineTaylor,41,40-49,new,2,202,5,4,2014-01-20,141,6,101,33
139,AW00011138,LaurenDavis,41,40-49,new,2,79,4,4,2013-12-31,142,3,39,26
140,AW00011139,TanyaMoreno,76,50 and above,new,2,84,3,3,2013-10-17,144,1,42,84
141,AW00011140,JavierAlvarez,43,40-49,new,1,40,2,2,2013-03-19,151,0,40,40
142,AW00011141,NicoleRamirez,43,40-49,new,2,114,5,5,2013-09-28,145,4,57,28
143,AW00011142,EduardoPatterson,42,40-49,new,17,979,36,23,2014-01-13,141,11,57,89
144,AW00011143,JonathanHenderson,43,40-49,new,2,48,5,4,2013-12-19,142,6,24,8
145,AW00011144,EdwardHernandez,40,40-49,new,1,2400,3,3,2013-01-25,153,0,2400,2400
146,AW00011145,JasmineColeman,40,40-49,new,1,2310,3,3,2013-01-25,153,0,2310,2310
147,AW00011146,KarlaGoel,80,50 and above,new,3,113,7,6,2013-09-15,145,7,37,16
148,AW00011147,ErnestWu,81,50 and above,vip,3,8195,7,7,2013-10-16,144,29,2731,282
149,AW00011148,RossVazquez,78,50 and above,new,3,126,6,5,2013-12-03,142,9,42,14
150,AW00011149,TheodoreGill,79,50 and above,new,3,41,4,4,2013-11-29,143,5,13,8
151,AW00011150,RussellShen,79,50 and above,new,3,192,8,7,2013-07-15,147,4,64,48
152,AW00011151,MelindaGill,78,50 and above,vip,3,8087,6,6,2013-10-20,144,29,2695,278
153,AW00011152,JamesWilliams,44,40-49,new,1,2295,1,1,2013-01-09,153,0,2295,2295
154,AW00011153,AngelaJames,44,40-49,new,2,110,5,5,2013-03-29,151,0,55,110
155,AW00011154,MeganWalker,43,40-49,new,1,2320,1,1,2013-01-10,153,0,2320,2320
156,AW00011155,HunterRobinson,44,40-49,new,1,2320,1,1,2013-01-06,153,0,2320,2320
157,AW00011156,MariaRoberts,44,40-49,new,1,2390,4,4,2013-01-08,153,0,2390,2390
158,AW00011157,HannahLong,45,40-49,new,2,41,3,3,2013-09-11,145,2,20,20
159,AW00011158,JasonWright,44,40-49,new,1,2396,3,3,2013-01-19,153,0,2396,2396
160,AW00011159,BriannaHughes,44,40-49,new,2,48,5,4,2013-11-07,143,2,24,24
161,AW00011160,MauriceTang,46,40-49,new,1,2322,2,2,2013-02-21,152,0,2322,2322
162,AW00011161,EmilyWood,46,40-49,new,2,94,6,6,2013-11-11,143,5,47,18
163,AW00011162,ChaseCox,46,40-49,new,1,2330,2,2,2013-02-18,152,0,2330,2330
164,AW00011163,GabrielWang,45,40-49,new,2,46,4,4,2013-08-05,146,3,23,15
165,AW00011164,DevinBrooks,46,40-49,new,2,145,6,6,2013-08-05,146,4,72,36
166,AW00011165,JocelynAlexander,46,40-49,new,2,103,3,3,2013-06-05,148,1,51,103
167,AW00011166,AshleyMartinez,48,40-49,new,2,88,5,5,2013-12-06,142,2,44,44
168,AW00011167,JasmineBarnes,47,40-49,new,2,3126,4,4,2013-11-28,143,10,1563,312
169,AW00011168,DavidRodriguez,52,50 and above,new,2,3136,7,7,2013-11-16,143,10,1568,313
170,AW00011169,BryceRichardson,52,50 and above,new,2,81,5,5,2013-09-24,145,4,40,20
171,AW00011170,CarolHoward,52,50 and above,new,2,157,7,7,2013-12-29,142,4,78,39
172,AW00011171,JonathanHill,47,40-49,vip,3,6716,8,8,2013-11-07,143,27,2238,248
173,AW00011172,GabrielleAdams,52,50 and above,new,2,129,7,6,2014-01-11,141,8,64,16
174,AW00011173,SarahThomas,52,50 and above,new,2,103,3,3,2013-12-24,142,9,51,11
175,AW00011174,NicholasRobinson,52,50 and above,new,2,48,5,4,2013-07-25,147,0,24,48
176,AW00011175,LuisWang,57,50 and above,vip,3,6710,8,8,2013-11-03,143,27,2236,248
177,AW00011176,MasonRoberts,46,40-49,new,28,1317,60,27,2014-01-27,141,11,47,119
178,AW00011177,JoseFlores,77,50 and above,new,2,135,6,6,2013-10-14,144,7,67,19
179,AW00011178,NathanJohnson,71,50 and above,new,2,145,6,6,2013-05-26,149,3,72,48
180,AW00011179,MollyRodriguez,66,50 and above,new,2,125,6,6,2014-01-09,141,10,62,12
181,AW00011180,AprilAnand,77,50 and above,new,2,138,6,6,2013-09-25,145,6,69,23
182,AW00011181,DevinMartin,65,50 and above,new,2,41,3,3,2013-07-11,147,2,20,20
183,AW00011182,StephanieTorres,75,50 and above,new,2,81,5,5,2014-01-05,141,5,40,16
184,AW00011183,JasmineLee,75,50 and above,new,2,46,4,4,2013-06-13,148,2,23,23
185,AW00011184,MeghanHernandez,70,50 and above,new,2,68,5,5,2013-10-09,144,2,34,34
186,AW00011185,AshleyHenderson,75,50 and above,new,27,1616,68,29,2014-01-26,141,11,59,146
187,AW00011186,SarahPrice,76,50 and above,new,2,41,3,3,2014-01-07,141,3,20,13
188,AW00011187,JenniferCooper,76,50 and above,new,2,108,4,4,2013-08-06,146,4,54,27
189,AW00011188,CatherineMorris,75,50 and above,new,2,81,5,5,2014-01-21,141,2,40,40
190,AW00011189,LawrenceBlanco,75,50 and above,vip,2,5944,6,6,2013-02-05,152,18,2972,330
191,AW00011190,CarsonBryant,76,50 and above,new,2,46,4,4,2014-01-16,141,5,23,9
192,AW00011191,KristiPerez,74,50 and above,vip,3,6743,7,7,2013-11-06,143,27,2247,249
193,AW00011192,JamesBrown,74,50 and above,new,2,114,5,5,2013-09-25,145,3,57,38
194,AW00011193,IanGray,75,50 and above,new,2,41,3,3,2013-08-18,146,6,20,6
195,AW00011194,JacquelinePrice,75,50 and above,new,2,105,6,6,2013-12-08,142,9,52,11
196,AW00011195,MeganHenderson,74,50 and above,new,2,105,6,6,2013-10-22,144,6,52,17
197,AW00011196,AlfredoRomero,74,50 and above,new,2,162,4,4,2013-09-24,145,6,81,27
198,AW00011197,AndreaMorris,74,50 and above,new,2,207,6,5,2013-07-20,147,2,103,103
199,AW00011198,BrookeSanders,73,50 and above,new,2,98,4,4,2013-02-13,152,0,49,98
200,AW00011199,JacquelineBennett,68,50 and above,new,2,132,6,6,2013-10-17,144,7,66,18
201,AW00011200,JasonGriffin,72,50 and above,new,27,1461,55,26,2014-01-20,141,11,54,132
202,AW00011201,AmandaFoster,72,50 and above,new,2,181,6,6,2013-09-09,145,2,90,90
203,AW00011202,AlexiaPrice,67,50 and above,new,2,74,3,3,2013-09-21,145,0,37,74
204,AW00011203,LuisDiaz,66,50 and above,new,17,800,32,19,2013-12-11,142,10,47,80
205,AW00011204,DestinyRivera,72,50 and above,new,2,77,4,4,2013-11-10,143,3,38,25
206,AW00011205,AbbyFernandez,71,50 and above,new,2,37,2,2,2013-10-08,144,3,18,12
207,AW00011206,BlakeFlores,71,50 and above,new,2,77,4,4,2013-05-30,149,0,38,77
208,AW00011207,DanielleCox,71,50 and above,new,2,77,4,4,2013-10-18,144,9,38,8
209,AW00011208,MariaReed,72,50 and above,new,2,134,7,7,2013-09-17,145,6,67,22
210,AW00011209,AllisonEvans,72,50 and above,new,2,37,2,2,2014-01-22,141,10,18,3
211,AW00011210,EdwardWood,72,50 and above,new,2,70,5,5,2013-09-06,145,4,35,17
212,AW00011211,SamanthaRussell,65,50 and above,new,17,792,33,22,2014-01-07,141,11,46,72
213,AW00011212,ChloeCampbell,70,50 and above,regular,17,824,33,20,2014-01-17,141,12,48,68
214,AW00011213,StephanieMurphy,71,50 and above,new,2,77,4,4,2013-09-09,145,6,38,12
215,AW00011214,CharlesMiller,70,50 and above,new,2,162,4,4,2013-11-19,143,3,81,54
216,AW00011215,AnaPerry,64,50 and above,new,17,1154,32,21,2013-12-15,142,10,67,115
217,AW00011216,JasmineTorres,70,50 and above,vip,2,5948,5,5,2013-02-05,152,18,2974,330
218,AW00011217,NatalieAdams,70,50 and above,vip,2,5953,3,3,2013-02-14,152,18,2976,330
219,AW00011218,OliviaBrown,64,50 and above,new,2,39,3,2,2014-01-04,141,11,19,3
220,AW00011219,CharlesCook,69,50 and above,new,2,39,3,2,2014-01-24,141,3,19,13
221,AW00011220,EricaHuang,64,50 and above,new,2,50,4,4,2013-12-13,142,9,25,5
222,AW00011221,NathanPerry,70,50 and above,new,2,46,4,4,2013-10-17,144,6,23,7
223,AW00011222,AlexandraRivera,69,50 and above,new,2,208,6,6,2013-11-28,143,0,104,208
224,AW00011223,HaileyPatterson,68,50 and above,regular,27,1293,65,26,2014-01-06,141,12,47,107
225,AW00011224,TiffanyLi,68,50 and above,vip,3,6685,5,5,2013-12-03,142,28,2228,238
226,AW00011225,MadisonLee,63,50 and above,new,2,73,5,5,2013-09-06,145,3,36,24
227,AW00011226,SydneyRoss,63,50 and above,new,2,37,2,2,2013-03-31,151,1,18,37
228,AW00011227,MarshallChavez,63,50 and above,vip,2,5910,5,5,2013-02-10,152,18,2955,328
229,AW00011228,AshleyJones,69,50 and above,new,2,77,4,4,2014-01-17,141,3,38,25
230,AW00011229,AdrianStewart,68,50 and above,new,2,81,5,5,2014-01-25,141,6,40,13
231,AW00011230,AmberTurner,69,50 and above,new,2,54,5,5,2013-12-09,142,5,27,10
232,AW00011231,DennisZhang,62,50 and above,new,2,64,4,4,2013-11-12,143,9,32,7
233,AW00011232,HaileyBryant,67,50 and above,new,2,39,3,2,2013-11-13,143,2,19,19
234,AW00011233,ToddLi,62,50 and above,new,2,179,7,7,2013-06-08,148,4,89,44
235,AW00011234,AnnaGriffin,67,50 and above,new,2,76,4,4,2013-09-19,145,7,38,10
236,AW00011235,AngelStewart,68,50 and above,new,2,138,6,5,2014-01-05,141,6,69,23
237,AW00011236,JeremyButler,68,50 and above,new,2,114,5,5,2014-01-06,141,3,57,38
238,AW00011237,ClarenceAnand,61,50 and above,vip,4,10566,6,6,2013-11-25,143,26,2641,406
239,AW00011238,MayraPrasad,61,50 and above,vip,4,7543,9,9,2013-04-30,150,27,1885,279
240,AW00011239,LatoyaGoel,56,50 and above,vip,4,7511,11,11,2013-05-28,149,28,1877,268
241,AW00011240,AnneHernandez,61,50 and above,vip,4,7586,13,10,2013-05-13,149,27,1896,280
242,AW00011241,LisaCai,51,50 and above,vip,7,11468,25,20,2013-10-29,144,13,1638,882
243,AW00011242,LarryMunoz,62,50 and above,vip,7,11067,12,12,2013-12-04,142,15,1581,737
244,AW00011243,RobinAlvarez,62,50 and above,vip,4,7164,12,10,2013-06-09,148,28,1791,255
245,AW00011244,AlexisColeman,57,50 and above,vip,4,7175,12,11,2013-07-19,147,29,1793,247
246,AW00011245,RickyVazquez,63,50 and above,vip,4,10580,9,9,2013-12-11,142,27,2645,391
247,AW00011246,LatashaRubio,63,50 and above,vip,4,10575,7,7,2013-12-20,142,26,2643,406
248,AW00011247,ClaudiaZhou,64,50 and above,vip,4,7131,12,11,2013-08-17,146,30,1782,237
249,AW00011248,TristanAlexander,59,50 and above,new,1,38,3,3,2013-07-14,147,0,38,38
250,AW00011249,CindyPatel,59,50 and above,vip,4,9890,11,11,2013-09-15,145,23,2472,430
251,AW00011250,ShannonLiu,59,50 and above,vip,4,7115,11,10,2013-08-06,146,29,1778,245
252,AW00011251,XavierLong,87,50 and above,new,1,2319,4,4,2013-10-18,144,0,2319,2319
253,AW00011252,NicholasThompson,88,50 and above,vip,3,6685,7,7,2013-12-18,142,28,2228,238
254,AW00011253,Jos├®Hernandez,76,50 and above,new,16,695,30,16,2013-12-03,142,9,43,77
255,AW00011254,JohnathanVance,87,50 and above,new,2,204,9,9,2013-12-14,142,1,102,204
256,AW00011255,ColinLin,87,50 and above,new,2,114,5,5,2013-03-31,151,1,57,114
257,AW00011256,KatelynHernandez,86,50 and above,new,2,81,5,5,2013-10-16,144,6,40,13
258,AW00011257,JacquelinePowell,NULL,50 and above,vip,3,6676,6,6,2013-12-14,142,28,2225,238
259,AW00011258,XavierHill,87,50 and above,new,2,49,4,4,2013-07-15,147,2,24,24
260,AW00011259,VictoriaStewart,55,50 and above,vip,3,6770,5,5,2013-12-20,142,27,2256,250
261,AW00011260,KatelynKelly,49,40-49,new,2,81,5,5,2013-06-23,148,4,40,20
262,AW00011261,StephanieCollins,55,50 and above,vip,3,6650,4,4,2013-12-23,142,27,2216,246
263,AW00011262,JenniferSimmons,50,50 and above,new,27,1124,63,26,2014-01-22,141,11,41,102
264,AW00011263,TrinityRichardson,55,50 and above,vip,3,6753,9,9,2013-12-10,142,28,2251,241
265,AW00011264,EduardoMartin,56,50 and above,new,2,3182,8,8,2013-11-30,143,10,1591,318
266,AW00011265,ElizabethJones,55,50 and above,new,1,2352,3,3,2013-01-03,153,0,2352,2352
267,AW00011266,TaylorHoward,56,50 and above,vip,2,5922,5,5,2013-01-20,153,16,2961,370
268,AW00011267,DavidDiaz,50,50 and above,vip,2,5943,5,5,2013-01-07,153,16,2971,371
269,AW00011268,KatelynCarter,56,50 and above,new,2,98,5,5,2013-11-16,143,6,49,16
270,AW00011269,RyanFoster,50,50 and above,new,2,42,3,3,2013-09-10,145,1,21,42
271,AW00011270,RobertLee,50,50 and above,vip,2,5984,5,5,2013-01-07,153,16,2992,374
272,AW00011271,DanielleReed,56,50 and above,vip,2,5973,5,5,2013-01-22,153,16,2986,373
273,AW00011272,LaurenMartinez,63,50 and above,vip,2,5975,4,4,2013-01-13,153,16,2987,373
274,AW00011273,NathanLal,63,50 and above,new,2,273,8,8,2013-05-23,149,0,136,273
275,AW00011274,KyleFoster,86,50 and above,vip,2,5888,4,4,2013-02-24,152,18,2944,327
276,AW00011275,JennyRai,86,50 and above,vip,2,5955,4,4,2013-01-12,153,17,2977,350
277,AW00011276,NancyChapman,51,50 and above,regular,27,987,57,22,2014-01-22,141,12,36,82
278,AW00011277,CharlesJackson,57,50 and above,new,27,1434,65,26,2014-01-16,141,11,53,130
279,AW00011278,JonathanPhillips,56,50 and above,vip,2,5908,3,3,2013-01-03,153,16,2954,369
280,AW00011279,AmandaCook,51,50 and above,new,2,44,4,3,2013-06-22,148,3,22,14
281,AW00011280,RobertCollins,56,50 and above,new,2,77,4,4,2013-08-08,146,1,38,77
282,AW00011281,MeganBarnes,51,50 and above,vip,2,5921,5,5,2013-01-11,153,16,2960,370
283,AW00011282,ChristianThomas,58,50 and above,vip,2,5999,6,6,2013-01-02,153,17,2999,352
284,AW00011283,ArturoLal,57,50 and above,new,2,44,4,3,2013-08-28,146,3,22,14
285,AW00011284,TheresaSerrano,58,50 and above,new,2,55,5,3,2013-05-02,149,3,27,18
